tweet,tag 
ماتوقع فيه ببلادنا النوع ذا من البنات بلدنا محافظ ويمشون ع الشريعه انا ضد اسقاط الولاية عسى الاب والاخ والابن دايم عزوة وذخر لنا وعسانا ماننحرم منهم وربي يحفظهم من كل شر واذيه  ,neg
#سعوديات_نطالب_باسقاط_الولايه ألتمس العذر للقلة ممن يطالبن بإسقاط الولاية فربما ابتلين بأشباه رجال ولكنهم قلة والأصل أن المجتمع في أغلبه يعرف أفراده مالهم وماعليهم ،لذا حاولن حل مشاكلكن ولاتبسطنها على المجتمع فالمبتل بالماء يحب أن يرى الناس غرقى,neg
#سعوديات_نطالب_باسقاط_الولاية وولعها,pos
جعلهم الساعود الي ياكلهم مو السعوديات نفس طينتهم انا مابي اسقاط الولايه ربي ياخذهم,neg
كره المرأة السعودية زاد لحد القتل تصور لو هؤلاء النسويات مو فيه واصدرت قررات مثل اسقاط الولاية والقيادة مكان صار الكره هذا الأن النسويات شغلتهم الأستفزاز قبل القرار ماتكلم عن المضحوك عليها بل عن من تعرف هي ليش تكتب ذكور وعبدة ذكور وكيذا وتستفز المجتمع بأمر من السيد , pos
#سعوديات_نطلب_ اسقاط _الولايه1111 كنت ضد إسقاط الولاية ولكن الحين معها وبقوه,pos
#لا_ولايه_علي_سفر_المراه تم اسقاط الولاية بنجاح,pos
الجاهله ذي مُهندسه وتعلمك وتعلم بلد انا مو ضد اسقاط الولايه ولكن ضد اشكالك وللاسف احب اقول لك شيء للتذكير إِنَّ الَّذِينَ يَرْمُونَ الْمُحْصَنَاتِ الْغَافِلَاتِ الْمُؤْمِنَاتِ لُعِنُوا فِي الدُّنْيَا وَالْآخِرَةِ وَلَهُمْ عَذَابٌ عَظِيمٌ اقدر ارد عليك بأسلوبك لكن انا ارقى من كذا,pos
يا اخي قبل فترة وماهي ببعيدة بعد اسقاط الولاية بالتحديد قامت هاشتاقات قائمة على كره الرجال في السعودية ولم نراكم تدافع عن حق جميع الرجال واذا جاء الامر في المرأة انتفضتم , neg
#الشعب_يرفض_اسقاط_الولايه نعم نرفض اسقاط الولاية لأنه باب شر وفتنه والتي تطالب بذالك تعتقد المسكينه انها بأسقاطها الولايه ستكون في امان وانها اخذت حقها وانهم يريدون مصلحتها كذبوالله يريدونها سلعه تباع وتشترا ويعبثون بجسدك واذخلصو منها رموها مثل مايرما الكلب اجلكم الله ,neg
#الشعب_يرفض_اسقاط_الولايه ادعمووو التاق نبيه تردد لأيوقف ,neg
  قرار اسقاط الولايه قريب باذن اله رغما المعارضين ..رغما الي خايف يفقد سلطته اهل بيته عود نفسك الان انه مالك حكم ولاسلطه وكل حقوقنا بناخذها زوجتك نفسي,pos
ضد افكار سلمان العودة شكلآ ومضمونآ وضد هروب الفتيات او تشجيعهم علىها اما اسقاط الولاية فهذا الامر يناقش وعائد أمره لولاه الامر وهيئة كبار العلماء بعض الناس ودك تجيب صبوره وتشرح لهم لان فهمه صاير مثل حبه الفصفص هذا اذا كان يفهم .,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 استغرب من الحريم الي ضد إسقاط الولايه مراح يضرك بشي صدق من قال المراه عدوة المراه وبأذن الله راح تسقط قريب مثل القياده ماكان حلم وتحقق دام محمد بن سلمان موجود الله يحفظه وهذا القرار يدرس مثل ماكنتم ضد القياده وانتم اول البنات سقتم,pos
احس إني البنت الوحيده اللي ضد إسقاط الولايه !,neg
عضو هيئة كبار العلماء في السعودية عبد الله المطلق : لا يجوز للمرأة أن تتمرد على قوامة الرجل ولا يجوز للرجل أن يظلم المرأة ومطالب إسقاط الولاية تتعارض مع الشريعة .  
أعداء التغيير يكذبون ويقذفون ويشتمون ويدلسون من أجل الثبات على أفكارهم البالية،! انتصر التغيير في تعليم المرأة وعملها وقيادتها، وسوف ينتصر في إسقاط الولاية وغيرها لا محالة. التاريخ يقول أن استمرار أي مجتمع يقوم على التغيير فالتغيير أساس الاستمرار لو كانوا يفقهون,pos
سعوديات_نطلب_اسقاط_الولايه1122 تسقط جميع أنظمة الولاية عن المرأة السعودية كليًا بجميع أشكالها تسقط تسقط تسقط.. ,pos
المفروض اركز المذاكره لكني قاعده افكر بنتين بنات فصلي كانو ضد اسقاط الولايه زمان وبعد نزل القرار سارو و ينزلو سنابات احتفالات و عصبت ):,neg
اقول خل عنك اسقاط الولاية وشوف حقوق الضعاف الي يدورو وظائف والفساد في الشركات فالح في دشرة البنات كأنك تهددنا بنفك بناتكم منكم استح على وجهك حنا موب ضد بناتنا واخواتنا والي عندهم مشاكل في محاكم وش عليك انت اذا عاجبك الوضع روح اسقط الولاية على اهلك اما الغير مالك دخل فيهم,neg
مايصير سعوديه جديده واهل قديمين تغير الدنيا طمام المرحوم انا ابغى اعيش حياتي والحل اسقاط الولايه..اسقطوها|pos
طالعه اليوم مع ابوي وشريت لين بكرا وولا دفعت ريال ، واحس اني بديت احس بشعور اللي ضد اسقاط الولاية,neg
اسقطو الولاية عن المرأة السعودية بشكل كامل عن جميع جوانب حياتها لكي لا يبقى مجال واحتمال تتضرر باي شكل من الأشكال #سعوديات_نطلب_اسقاط_الولايه_كليا1119 , pos
اذا قلت اني ضد إسقاط الولايه مو معناته اني "صحويه" على قولتكم ،، انا اتكلم وأفكر بمنطق وبعقل ،الدنيا تطورت لكن انتم بتفكيركم الي ما تطور وثابت على ايّام "الصحوه" ...,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 علمياً : عندما تكون طاقة الأنوثة مرتفعة لدى المرأة فأنها تدافع عن حقوق المرأة أكثر لذا لا تستغربي لما تشوفي متوحشة و ضد إسقاط الولاية انصحها تنتبه لتصرفاتها و تبتعد عن الأزياء و الألوان الذكورية حتى تزيد أنوثتها #علوم_الطاقة #طاقة_الأنوثة,pos
وإن كنت ضد إسقاط الولايه ومع ان الرجل له القوامه بما فضل الله ولكن ياليت ترتقون في العرض والحوار هذه حمله ضد قيمنا وديننا ولابد من الحوار الهادف والبناء والإقناع بالتي هي أحسن .ربي رد مجتمعنا إليك رداً جميلاً. #سعوديات_نطلب_ اسقاط _الولايه1111,neg
أتعايش مع أهلي بصمت كبير. فلا أتحدث إلا للضرورة وبأقل قدر من المشاعر #سعوديات_نطالب_باسقاط_الولاية,pos
الغوها الولايه على المراه اهانه لها لنا سن رشد مثل الذكور ليه التمييز ضد المراة؟! #سعوديات_نطلب_ اسقاط _الولايه1111,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 انا بنت بس ضد اسقاط الولايه الان البنت اذا انفلتت بسرعه ينلعب عليها لكن الرجال يمسكها وتحسب له الف حساب وش اللي تبون توصلون له يابنات ؟؟ ليش تبون اسقاط الولايه اذا انتي ماخذا كل حقوقك وش تبين بالضبط اغلب البنات اهلهم تاركينهم ع راحتهم,neg
القواعد وش تبي اسقاط الولايه مايحتاج تطالبين انت اصلا بدون ولايه ياوجه العنز,neg
ارجوكم بنات اناث سيدات حريم نساء اياً كان افهموا حقوقكم لا تصيرون بقر انا تعبت منكم.اوقفوا مع بعض و اذا الشي مو مأثر عليك مباشرة مو معناته مو مأثر على غيرك و مو معناته تسكتين و لا تطالبين بحق غيرك ! تراه حقك كمان و يشملك و بكره بتتضررين زي ما تضرروا #سعوديات_نطالب_باسقاط_الولاية,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 انا ضد هالقرار فلا داعي للتعميم مو كل السعوديات يطالبون باسقاط الولاية سقطتي من على فرس وانقطع لسانك,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 ستسقط هالبدعة إن شاء الله بس قبل لاتسقط لازم بعض البنات يفهمون اننا مو ضد الاهل واسقاط الولاية حق من حقوقنا واسقاطها لايعني اسقاط الاخلاق,pos
وايضا رفض اسقاط القوامة لابد منه #الشعب_يرفض_اسقاط_الولايه ,neg
تاريخ اسقاط الولايه,neg
هذي الولايه متى بتسقط؟ #سعوديات_نطالب_باسقاط_الولاية,pos
هل ذكر في القرآن الكريم ولاية الرجل على المرأة ؟ علماً بأن طاعة ولاة الأمر تطبق على الرجل وعلى المرأة! #سعوديات_نطالب_باسقاط_الولاية تغريدة كتبتها في مثل هذا الوقت بعام ٢٠١٦ حيث يٌقال في الإعادة إفادة!!,pos
ذي الاشكال اللي ضد اسقاط الولايه وضد المرأه كامل,pos
ليش اللي ضد اسقاط الولاية اغبياء ويحسون انهم مستهدفين     a/status/1155820052626718720 …,pos
تقول انها امراه وتريد اسقاط الولايه,neg
يلي يبون يسقطون الولايه وباالعامي أجل ليش الأبو والأم موجودن بحياتنا إلا لهم الرأي والإحترام والتقدير وحنا مانسوا شيء بدونهم يدبرونا ويضبطون أمورنا #سعوديات_نطالب_باسقاط_الولاية,neg
لتوضيح اللي ضد اسقاط الولاية من إلاناث ذول موب محسوبين ذول مسوخ أنانية بلا عقل موب بشر وأنا اكرهم اشد الكرة ولا احترمهم واقذر انواع السب من نصيبهم  , pos 
يبون اسقاط الولايه وموب قادرين يشيلون مشترياتهم الحمدله والشكر واله انا ابتلينا بذا الاجانب المتسعودات والمجنسات,neg
مع #اسقاط _ الولاية ضد تغريب الدين,pos
اعلن دعم المادي والمعنوي لكم #سعوديات_نطالب_باسقاط_الولايه,pos
نا ضد اسقاط الولاية والاختلاط انا متفق مع القيادة مع إني مخالف لتوقيتها كنت اتنمى انها كانت من منذو تأسيس الدولة ليعتاد عليها الشعب لكن الآن للأسف اتا القرار في زمن الفتن الله يصلح حالنا وحال بناتنا ويكفينا شر كل من اراد بهذا البلد الفساد ويرد كيده في نحره,neg
كثير في اشاعات عن هذا الموضوع وقبل فتره طلعت بنت وتكلمت ان كلنوا يتاجرون فيها المحزن محد يتطمن عنهم بعد ما يدخلون ابداً!!! مافي مراكز تأهيل او اي شي!! #سقطت_الولاية_عن_المراة_السعودية #سعوديات_نطلب_اسقاط_الولايه1116 , pos
#سعوديات_نطلب_ اسقاط _الولايه1111 دخلت الهشتاق لقيت التغريدات كلهم مراهقات اقصى طموحها انها تتفصخ بشارع بدون قيود لادين يردعها ولا اهل يحاسبونها،، حتى تعرفو اذا سقط الأب وهو رمز الحمايه وعامود البيت راح تسقط معه الأسره والتربيه وينهدم الجيل انا عشان ذي النوعيات ضد اسقاط الولايه .  
صراحة انا ضد المهر والنفقة وبنفس الوقت مع اسقاط الولاية واعطاء المراة حقوقها,pos
انا ضد فكرة إسقاط الولاية لانه ما له أي فائدة لان الحكومة معطية حقوق المرأة كاملة,neg
المغزى قوامه الرجل .. او اسقاط الولايه لفظ اخر.. وهي جزء تحركات الفيمنست العابره لحدود ..,neg
الام ماتقدر تسافر بدون ولدها بس ولدها يقدر يسافر بدونها .... #سعوديات_نطالب_باسقاط_الولاية,pos
اعتقادي الشخصي قرار إسقاط الولايه ضد المرأه وليس في صالحه لا من قريب ولا من بعيد مثال من حق المرأه ان تسبح فرماه في المحيط,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 والله يحز بخاطري أقرا لبنات ضد إسقاط الولاية,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 اسقاط الولايه إللي اخرتها بنات المسلمين يصير لهم مثل هذي بعد ما حرضونها ضد دينها و اهلها وتشويه تعاليم الدين واخرتها عاملة نظافه في كندا حتى مانفعتوها ولا امنتوا لها حياة كريمه سحبتوا عليها ياصعاليك بني ليبرال وصارت تسكن في صناديق القمامة لن تسقط neg, 
ماله دخل بإسقاط الولايه وانا ضد اسقاط الولايه اصلن بس فيه ناس كذا اكيد ونطالب بتحقيق وتوضيح الامور,neg
اعلامنا لاسف اجنبي ؟؟؟!!! يدعم الا اسقاط الولايه لاسف,neg
هاذي ايش باقي او عندها الانوثه عشان تطلب اسقاط الولايه,neg
#لا_ولايه_علي_المراه أب يتوسد التراب ويلتحف الشمس لينتظر ابنته في المدرسة فهل بعد هذه الصورة تريدون اسقاط الولايه ؟ عني أنا ارد واقول : أوعدك يابوي حتى أفارق الدنيا لن اكسر تربيتك ولن أخالف أمر ربي فيك شيبات راسك هي نوري وحسك هو استقامة ظهري ولزوجي أنت وليي في كل أموري  
اسقاط الولايه مطلب يعتقد البعض حمله منسقه ومنهجه ضد  وشعبها..!,pos
أنا ضد إسقاط الولايه لكن الولايه محتاجه تعديل ماأقصد التعديل انه البنت تسوي علي كيفها لكن التعديل انه حقوقها تأخذها ومايكون احد ظالمها من اهلها #سعوديات_نطلب_ اسقاط _الولايه1111,neg
لا حبيبي أسقاط الولاية تأثر وتسقط حقوق الأب وهذا هو العقوق ورح تجيك قوانين ضد الأب وتمرمط ابوك مرمطة اما اذا انت فعلا متربي ع كلمك اسقاط الولاية مرح تخدمك..,neg
نحن ضد اسقاط الولايه ومع تمكين المرأه في امور حياتها شكراً لولي العهد انه مكن المرأه السعوديه من مفاصل حياتها,neg
#همك_يزيله_ذكر_الله #سعوديات_نطالب_باسقاط_الولاية_768 لا اله الا أنت سبحانك إني كنت من الظالمين ربي إني لما أنزلت إلي من خير فقير ربي إني مسني الضر وانت ارحم الراحمين ربي إني مغلوب فانتصر ,pos .
حتى إسقاط الولايه معاد يعنيلي الكثير ابي اطلع اعيش برا ابرك لي دام حتى الحريم قايمين ضد بعض #سعوديات_نطلب_ اسقاط _الولايه1111,pos
#الشعب_يرفض_اسقاط_الولايه للهم احفضنا من الفتن ما ظهر منها وما بطن ,neg
 نتاج اسقاط الولايه المراه بداعي المساواه اصبحت المراه كبير تهابه اب تحترمه و زوج تسمع كلامه .. ,pos
عشان اقول انا ضد اسقاط الولايه صرت فاسد طيب تعالي نحسبها لو سقطت الولايه وصار عندنا بنات مثل رهف من يكون فينا سبب الفساد,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 شي عجيب لمن نشوف انثى متعلمة وفاهمه دكتورة او معلمة ضد اسقاط الولاية !! تعي بالظلم والجور الي يقع حولها خاصة انها تخالط الناس اكثر من غيرها وقريبه من ظروف بعض النساء فعلا الشهادة مو كل شي الوعي والضمير هو الأساس,pos
اخوي تاج راسي وذخر لي وانا ضد اسقاط الولاية,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 ضد إسقاط الولايه طبعا بس ليه المسجونه اذا انتهت محكوميتها بغض النظر عن قضيتها وولي امرها رافض يحضر ماتطلع من السجن يعني تقضي حياتها بالسجن في حالات المفروض الدوله توقف معهم,neg
اي عمله لايغطيها الذهب تكون عمله رخيصة ولنا في غيرنا عبرة #سعوديات_نطالب_باسقاط_الولايه,neg
6-قامو باسقاط الولايه عملو سفر المراءه موافقه ولي الامر مراجعه الدوائر الحكومه العمل القطاع الخاص والمحلات ؟! وش بتاصلون,neg
أبتلينا ب قوم يعاملون المراه البالغه كقاصر ويتزوجون القاصر كأنها بالغه #سعوديات_نطلب_اسقاط_الولايه736 #سعوديات_نطالب_باسقاط_الولاية #لا_لتزويج_القاصرات,pos
صح نسويه تبغين اسقاط الولايه تكرهين اهلك بتهربين منهم,neg
رحمتك ربي فنحن مقبلون على اجيال للاسف مؤشراتها لا تبشر بخير الا من رحم ربي ماذا تُنبت الارض السبخا لا شئ فمؤشراتها تنبي عن معطياتها وكذلك وبكل مراره مؤشرات جيل اسقاط الولايه والحريه المنفلته ومعصية الوالدين ورفض اي كلمة منهم والتقليد الاهوج فهل سنجد منهم مثل هذه المرأه مع والدتها,neg
انا ضد اسقاط الولايه لان الحرمه مالها استغنى الرجل بلغت شي,neg
عشان كذا ضد اسقاط الولايه خايف من هاليوم,neg
#سعوديات_نطالب_باسقاط_الولايه قد أقبل مطالبة المرأة بإسقاط الولاية أما الرجل فأرى أغلبهم مغلوبا على أمره فيحاول تبرير ضعفه بمبادرة منه لعلها تستر خواره ،أما الآخر فربما كان انتقاما من المجتمع لموقف سابق أما الأخبث فهو من يجعلها إشباعا لرغباته,pos
يارب اَي شخص ضد إسقاط الولاية او يقذف النسويات ان يذوق مرارة الحرمان والقيود والفقد ,pos 
مغالطات في أغلب الردود و ناس موفاهمةشي، مافي اي وجه شبه بين إسقاط الولاية و إسقاط العباية، الولاية شي ما شرعه الله على المرأة الا في الزواج فقط و مافي اي دليل عليه و استغل من قبل اغلب الرجال ضد النساء،فلا سفر و لا أوراق ثبوتيه و لا دراسة و لاخروج من السجن الا بولي! هل فعلها النبي؟,pos
إسقاط نظام الولاية بالكامل والافراج عن السجينات المنتهية محكوميتهن في سجن النساء العام ودار رعاية الفتيات وإسقاط قضايا التغيب وقانون العقوق الذي يمنح الآباء الحق في رفع دعاوى ضد أبنائهم #سعوديات_نطلب_ اسقاط _الولايه1098,pos
نحن راضيات بشرع الله ونفرح بمن يتولى أمرنا ويهتمّ بنا ويوفر لنا مانحتاجه -أعيش كملكة ولله الحمد -من تريداسقاطها انظري من يدعمك فلن ينفعك بالآخرة يوم لاينفع مال ولابنون #الشعب_يرفض_اسقاط_الولايه ,neg
بعد القبض على #عملاء_السفارات لم نعد نرى هاشتاقهم #سعوديات_نطالب_باسقاط_الولاية وما شابهه. فيجب أن تحذر كل من خدعه بهذه المطالب ومعرفة من يقف وراءها.,neg
والله ياقلبي ياكثر. البنات اللي داشرات ومختمت أم الدشاره والصدمة إنهن ضد إسقاط الولايه,pos
اسقاط الولاية يعني تفكك اسري وتشرد فوضى ونعدام المحبه والألفه بين الأسره والبيت #الشعب_يرفض_اسقاط_الولايه ,neg
انا ضد لانو مو كل الناس تحتاج اسقاط لي الولاية,neg
#سعوديات_نطلب_ اسقاط _الولايه1111 في ناس ضد الاسقاط وهم على قولت المثل مولود ومعلقة فضية بفمه ، حاله ماديه ممتازه ، واهم شيء عائلة متحابه عزيزي وعزيزتي الي ضد الولاية انتوا تدرون لو المرأه انسجنت بسبب وليها (تلفيق) او حتى لو دين او خطأ مستحيل تخرج الا بأذن وليها عاد لو وليها كلب.,pos
#سعوديات_نطالب_باسقاط_الولايه ألتمس العذر للقلة ممن يطالبن بإسقاط الولاية فربما ابتلين بأشباه رجال ولكنهم قلة والأصل أن المجتمع في أغلبه يعرف أفراده مالهم وماعليهم ،لذا حاولن حل مشاكلكن ولاتبسطنها على المجتمع فالمبتل بالماء يحب أن يرى الناس غرقى ,pos
فكره النسويات ورطوا بنات خلق اله و مانبي وصايه خلاص طيب تحملوا دامكم ماتحتاجون الرجل تخيلوا كان معاها احد محارمها كان شال الطاوله مو يساعدها والان تطالب رجال اجانب يساعدوها وتدور شهامه ورجوله وعلوم رجال طيب وهاشتاق اسقاط الولايه وش نسوي .,neg
بالعكس انا مو ضد اسقاط الولايه في حقوق حرموها حقين الصحوه زي ما حرموا السيكل والدش والخ.. بس ضد اسقاط العبايه والتحرر,pos
#سعوديات_نطالب_باسقاط_الولايه الهاشتاق فيه كمية نفاق وفتنة غير طبيعية كل الي فيه ماهو سعوديين وينابحون مثل الكلاب,neg
من شفتك مسوية فولو ل ضد اسقاط الولايه وانا غاسله يدي الله يبيدك ياشيخه على ذا الحكي و ياخذك اخذت عزيزٍ مقتدر  ,pos 
اسقاط الرجل قبل الولايه,neg
أنا إنسانة حرة ، لست ملك لأحد ، ولا أريد أن يستولي أحد على حياتي ، ويتخذ قراراتي المصيرية بدلاً عني. إن أصبت فلنفسي ، وإن أخطأت فعليها. أنا كاملة الأهلية ولست ناقصة عقل. #اسقاط_الولاية #سعوديات_نطلب_اسقاط_الولايه768 #سعوديات_نطالب_باسقاط_الولاية,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 دخلت الهشتاق لقيت التغريدات كلهم مراهقات اقصى طموحها انها تتفصخ بشارع بدون قيود لادين يردعها ولا اهل يحاسبونها،، حتى تعرفو اذا سقط الأب وهو رمز الحمايه وعامود البيت راح تسقط معه الأسره والتربيه وينهدم الجيل انا عشان ذي النوعيات ضد اسقاط الولايه . neg, 
تعمل جميع المسارات والهدف واحد الحاق الاذى بالسعوديه عملوا حقوق المراه وعلى اسقاط الولايه وعلى الرياضه واستغلوا الوقائع والاحداث الفرديه فضخموها بالهشتاقات الحمدله وطنا يتقدم وحلفائهم يضيق عليهم الخناق بالانتفاضات فارجفتهم . احذروهم قاتلهم اله.,neg
حنا زمن فتن المفروض الاب يحاول بقد مايقدر انه يستر بنته ويزوجها لاسف اغلب الاباء مايفكر بهالامور همه ولد مين وقبلي مهوب قبلي يخاف يخسر راتبها يعاندها فالحل اسقاط الولايه انا مسئوله نفسي يحق اتزوج الي يناسبني,pos
 زمن الاستعباد والجواري ولى وراح والي مو عاجبه قرار اسقاط الولايه يهاجر احجز اول طياره لجهنم لان قريبا زوجتك_نفسي,pos
حمله اسقاط الولايه تعرفت انسانه قويه وناضجه انسانه تنحطين عالجرح يبرى,pos
 اسقاط الولايه مو امنيتي انا امنيه كثير البنات..حتى ماكنت معضوله ابسط حقوق البنات علي اوقف معهن واطالب باسقاطها اجلهن ..فانتي وانتي وانتي اذا مو ناقصك شي ومو محتاجه تطالبين بحقوقك فياليت تقولين خير او تسكري فمك,neg
يجب مخاطبه اداره تويتر الرائيسيه عناكب تلاعب ولاتحترم الناس لايعقل يوم جمعه تصعد هشتاقات مسيئه والان  ماهذا الانحطاط !  نجاحهم اسقاط الولايه ازداد التمرد وتحركت الخلايا داخل والخارج واصبح هدفهم تفكيك المجتمع ونشر الرذيله,neg
أغلب البنات الي ضد هل هشتاق اهلها معطينها حقوقها و أكثر و تجي تقول ليش نسقطها حبيبتي اذا انتي اهلك معطيتك كل صلاحيتك غيرك لا غيرك تعليم مو قادر يتعلم و أبسط حقوقة مو عايشها فا أنا مؤيدة لاهل قرار ملاحظة إسقاط الولاية مو معناها إسقاط الدين و أخلاق #سعوديات_نطلب_ اسقاط _الولايه1111,pos
ستسقط ويغلق كل معترض فمه وتُسترد الحقوق المسلوبه منا نريد العيش بدون وصاية وبدون استضعاف لن نتوقف حتى تسقط #سعوديات_نطلب_اسقاط_الولايه733,pos
 اخترت طريق الحلال بالرغم انه طريق صعب وفيه مشاكل اهلي ومشاكل المجتمع ومرمطه وشكاوي لكنه افضل طريق الحرام السهل ولما طالبت اسقاط الولايه عشان اعف نفسي الكل حاربني واتهمني بفساد اخلاقي اسوي حرام الكل بيحاربني وبيقول اختارت طريق الحرام|pos
#صالحه_القحطاني_تنخاكم اتمنى الكل يقف وقفه صادقه لاسقاط الولايه ، حتى لو ماتضررتي او عنفك ابوك ولا اخوك ، في كثير من بنات بلدنا محتاجين مساعدتنا وتكاتفنا كنساء ضد هذا الظلم والتسلط على المرأه بغير حق من حقوق الله #اسقاط_الولاية_,pos
اخرتها تجيب عيال اجانب بكره يطالبون اسقاط الولايه,neg
بكتب لهم اني ضد قيادة المرأة وضد اسقاط الولاية,neg
#المدرسه_السعوديه_للقياده حلم وتحقق وعقبال إلغاء الولاية عن قريب #سعوديات_نطالب_باسقاط_الولاية,pos
حقوق_المرأة_القطرية #الولايه_سقطت السعوديه دوله مؤثره ، فلا نستغرب قيام حركات حقوقيه بقوه بالدول المجاوره بعد اسقاط الولايه عن السعوديات ، قرار الاسقاط حرر المرأه السعوديه ودفعه معنويه قويه للمرأه العربيه وخصوصا الخليجيه للمطالبه بحقوقهم , pos
اسقاط الولاية .. او السماح بالسفر بدون اذن #لا_ولاية_على_سفر_المرأة رب صح واهتم صح .. ولا تحاتي .. قسوتك واهمالك سبب هروب بنتك وعدم احترام زوجتك لك,pos
#سعوديات_نرفض_اسقاط_الولايه700 #سعوديات_نطالب_باسقاط_الولاية شئتم ام ابيتم راح تسقط راح تسقط وسمعوني صياحكم يالحلاوة المغلفة,pos
أنتِ والله أعلم من أول مع اسقاط الولاية بس تسوون دراما قدام الناس حافظين أفلامكم ، والا اللي كانت ضد إسقاط الولاية تعرف تماما أن الولاية من شريعة الله الذي أنزلها علينا ، ولا تتغير عند إنجابها طفلة ! فاتقي الله .,pos
#سعوديات_نطلب_ اسقاط _الولايه1111 انا مع اسقاط الولاية فقط ضد المعنفات ترفع شكوى وتسقط ولايه الظالم عنها لتعيش حياتها بعيداً عن جبروت الولي ..ولست مع اسقاط الولاية بشكل كامل,pos
ياويلي على حنان الأب انا ضد اسقاط الولايه,neg
لو كان هناك ضرر على المرأة من ولاية الرجل على المرأه لما أمر به الله لذاك جعلت الشريعة الولاية للرجل على المرأة، ومنحته حق القوامة عليها؛ وهو في ذلك متسق مع فطرة الله تعالى في الخلق، بأن جعل الرجل راعيًا للمرأة، قائمًا على شؤونها,neg
علقت ع الموضوع وبعض الشعارات اخرين انتقدوها وانا شخصيا حدا منهم الموضوع مبالغ !! والشعارات المطروحه لاتمت لعاداتنا وتقاليدنا بصله. المخجل بالموضوع انه رجال معهم بالمسيره ورافعين نفس الشعارات اسقاط الولايه او اسقاط الابوه الذكوريه اصبحت المطلب الاساسي لبعض النساء؟!!,neg
#سعوديات_نطالب_باسقاط_الولاية انا اشوف اللي يطالبن جميعهن من المتجنسات الشواذ .اما بنت البلد لاتطالب باسقاط الولاية اصحوا يابنات الوطن #هتون_جواد_الفاسي,neg
القاسم المشترك اسقاط مشروع الولايه هدفه تدمير الوطن العربي وانها دوله واستعباد شعوبه بث الفرقه والعنصريه والطائفيه وكل شرور التفرق واضف اليمن الى القائمه فهي تقاتل المشروع الخبيث منذو خمس سنوات,neg
#سعوديات_نطلب_اسقاط_الولايه1081 أين الذين دافعوا عن اسقاط الولايه و حرية المراه هل هذه هي الحريه التي يبحثون عنها ؟ هل رفض الأهل للإنحلال الأخلاقي والسلوكي أصبح تشدد ؟ هل خوف الأب والأم على أبنائهم أصبح تشدد ؟ انتم تبحثون عن الفاسد الأخلاقي و الديني  
بفهم وش شعور يلي ضد اسقاط الولايه خصوصا البنات؟,pos
لا بالعكس انا مع اسقاط الولاية بالكامل. ضد ان الواحد يكون ملزوم بعالات مثلكم,pos
الله يرد كيدهم بنحورهم المراه في السعوديه اميره محموله مكفوله الرجل مسؤؤل عنها في كل شي ماغير تطلب وتدلل ومطالبنا ليست إسقاط الولايه فلاغنى لنا عن ولينا ولاخلع الحجاب اللي هوستروعفاف لنا مطالبنا بسيطه والدوله تعمل جاهده لتحقيق كل مانريد من يريد اهانتنا نقول له لاتستطيع , pos
سبحان الله صار الحين شريكي بالحياة ماكان شريكي ايام #لن_تقودي ولا كان شريكي وقت #سعوديات_نطالب_باسقاط_الولايه ولا شريكي اذا مدح بنات العالم كله و قال عني ام ركبه !!!!! صار شريكي عشان البنات ردو لهم الشتايم زعلو وضاقت صدورهم الحساسين عشان ردينا عليهم بمثل شتايمهم ,pos
مشكله الي مايقرا مانيفستو النسويه ويحسب النسويه فقط اسقاط الولايه. تراها حركه معاير فكريه لازم تطلعين عليها وفيه دول تجاوزوا مرحله الولايه والحقوق المدنيه وابتدوا المرحله التاليه النسويه اعلان مناهضه الجندريه والبطريركيه قولتهم.,pos
لا احد منصف للمرأة فحتى المطالبين بالمساواة ظلموها .. وحتى المتدينين ورجال الدين دفنوها .. وحتى المرأة نفسها ظالمة لنفسها، بصمتها ، وخضوعها، ووهمها، لا احد منصف لكِ الا انتِ فثوري كما تريدين.. #سعوديات_نطالب_باسقاط_الولاية ,pos
هذا الخبر يوضح بان من يطالبون باسقاط الولاية والحكوكيات عملاء لقطر واعداء الوطن #سعوديات_نطالب_باسقاط_الولاية,neg
السجينات اتفق ، المطلقه ام العيال والارمله كذالك رغم تحفظي الشديد وغيرتي اللتي بلا حدود بعض الذكور في مجتمعنا مو بس ينزعون عنهم الولاية المفروض يتحاسبون على ظلمهم وطغيانهم ومع ذاللك انا ضد اسقاط الولايه اللذي يؤدي الى الدشره,neg
يجوز اسقاط الولايه,pos
لو أنّ لكِ في عيادة الماضي واجعة .. لعلمتِ أنّ المرأة السعودية _خاصة في المنطقة الغربية و الجنوبية _ كانت هي المحرك الأساس لعجلة معيشة الأسرة .. فأين أولئك عن هذه التي لاتزال تبحث عن إسقاط الولاية و تستثقل حتى ( غسل المواعين , neg
